instrument,harmo1,harmo2,harmo3
oboe,6.594,11.688,12.018
oboe,6.805,13.344,16.799
oboe,4.721,8.566,-1.82
flute,-17.473,-17.537,-25.108
oboe,6.397,9.323,-5.685
oboe,7.529,3.398,13.466
trumpet,-6.079,-20.731,-19.579
oboe,10.694,15.436,20.747
oboe,12.678,10.153,6.443
oboe,13.785,13.879,6.94
oboe,6.71,10.215,14.12
flute,-16.993,-13.234,-23.965
oboe,8.826,5.721,8.376
oboe,1.233,8.331,-0.203
oboe,1.939,9.372,-7.917
oboe,7.092,10.609,16.168
oboe,8.429,9.268,0.504
oboe,14.242,15.882,6.19
oboe,7.074,11.656,17.528
oboe,-0.144,3.703,11.005
trumpet,-5.52,-18.79,-19.881
oboe,-3.692,8.823,-8.527
trumpet,-6.086,-20.019,-18.542
flute,-17.503,-13.115,-24.369
trumpet,-6.119,-14.096,-24.719
flute,-22.458,-17.5,-22.837
flute,-19.444,-16.6,-22.161
flute,-21.308,-13.52,-19.841
oboe,5.435,9.361,14.392
trumpet,-6.17,-21.852,-25.308
oboe,13.316,17.973,9.027
oboe,6.839,11.158,16.06
trumpet,-9.486,-16.605,-21.81
trumpet,-5.648,-20.389,-17.828
trumpet,-5.521,-21.039,-21.167
oboe,8.559,10.232,9.246
flute,-16.722,-22.438,-25.924
oboe,12.474,19.575,12.193
oboe,10.313,10.143,5.844
oboe,7.188,10.786,10.554
trumpet,-4.453,-13.551,-16.479
oboe,6.859,11.132,14.465
oboe,7.57,3.903,6.955
oboe,3.507,7.672,15.182
trumpet,-12.434,-22.878,-25.0
flute,-19.179,-23.356,-21.93
trumpet,-8.755,-22.601,-22.679
oboe,6.113,10.141,12.014
oboe,7.746,13.55,19.573
oboe,6.126,13.024,16.402
flute,-19.94,-18.612,-19.572
oboe,0.18,9.439,-9.055
oboe,6.256,12.715,16.361
oboe,6.916,10.505,14.222
oboe,13.206,11.388,6.876
trumpet,-10.489,-14.465,-18.108
oboe,12.767,14.278,9.897
oboe,-3.897,6.928,1.724
oboe,-2.057,9.235,-3.815
oboe,14.161,15.616,9.355
oboe,10.364,10.616,9.456
oboe,7.121,6.443,13.858
flute,-17.677,-25.44,-25.717
trumpet,-3.795,-15.517,-18.687
flute,-21.098,-19.532,-25.091
trumpet,-5.643,-19.9,-19.455
flute,-19.986,-18.981,-20.452
flute,-17.676,-16.795,-25.581
trumpet,-4.701,-23.226,-18.509
flute,-24.463,-17.091,-25.891
trumpet,-5.702,-21.604,-17.885
trumpet,-4.092,-21.896,-20.58
oboe,14.062,21.905,12.725
flute,-17.635,-24.555,-21.995
flute,-17.426,-25.389,-25.99
oboe,6.677,11.065,14.887
trumpet,-11.468,-19.48,-19.204
flute,-19.769,-20.25,-23.509
oboe,6.143,10.707,15.202
trumpet,-8.142,-23.88,-17.53
oboe,9.505,9.683,4.634
trumpet,-10.377,-17.589,-19.312
trumpet,-6.563,-4.718,-18.026
trumpet,-11.234,-17.023,-23.009
oboe,12.621,12.376,7.757
oboe,9.008,11.467,12.07
flute,-16.08,-12.928,-24.879
oboe,6.903,10.416,15.205
oboe,-3.051,7.023,2.205
flute,-14.909,-16.436,-22.306
oboe,7.237,13.57,17.493
oboe,9.787,10.401,10.821
oboe,7.709,10.283,12.773
oboe,-2.399,4.643,6.8
trumpet,-8.658,-20.335,-19.695
oboe,7.056,13.414,18.803
flute,-17.786,-19.125,-25.014
oboe,4.238,6.876,14.718
trumpet,-6.953,-17.642,-24.845
oboe,13.948,22.793,11.578
oboe,4.585,9.277,-2.546
flute,-19.264,-12.276,-24.771
oboe,-1.014,5.956,14.413
trumpet,-7.924,-16.647,-19.826
oboe,7.386,11.711,10.273
oboe,9.087,11.446,11.915
oboe,9.904,8.658,4.731
oboe,14.147,16.235,10.338
oboe,-5.363,3.81,6.323
oboe,7.27,2.662,7.908
oboe,6.802,11.156,14.349
trumpet,-4.51,-25.549,-23.0
trumpet,-9.096,-12.782,-23.978
flute,-17.221,-23.655,-20.667
oboe,14.15,16.705,10.658
oboe,13.998,14.007,5.873
oboe,7.041,11.924,17.054
oboe,3.088,9.421,-1.453
oboe,9.506,9.195,5.994
oboe,9.442,11.135,12.432
oboe,3.87,9.44,-4.3
oboe,12.166,20.395,12.204
oboe,6.95,10.678,15.468
trumpet,-7.87,-18.494,-24.162
trumpet,-9.608,-15.154,-21.734
trumpet,-14.177,-19.042,-25.955
flute,-14.717,-15.953,-20.743
oboe,8.566,11.189,11.842
oboe,14.773,17.08,10.608
trumpet,-4.638,-17.629,-19.807
oboe,7.269,11.816,14.927
oboe,0.677,9.248,-10.72
oboe,5.836,12.084,16.912
flute,-14.96,-16.739,-25.575
oboe,13.045,12.87,8.596
oboe,12.593,12.351,8.69
oboe,14.19,22.668,11.914
trumpet,-6.731,-16.256,-22.562
oboe,0.634,1.38,16.269
trumpet,-4.966,-20.262,-17.098
flute,-16.857,-16.957,-24.626
oboe,6.318,12.178,15.558
flute,-23.065,-18.422,-23.161
oboe,7.108,11.244,11.345
oboe,6.386,11.941,16.908
trumpet,-10.747,-14.994,-20.261
oboe,5.023,9.912,1.247
oboe,12.123,17.593,13.46
oboe,5.559,11.77,7.608
flute,-15.049,-16.771,-20.75
oboe,16.534,10.266,23.663
oboe,4.211,9.029,2.545
oboe,-6.017,6.305,1.421
flute,-21.256,-21.014,-22.472
oboe,8.71,11.228,12.189
oboe,9.475,12.389,11.58
trumpet,-5.555,-19.3,-19.459
trumpet,-4.823,-15.775,-21.124
oboe,16.166,20.262,12.614
oboe,4.101,8.441,3.633
oboe,4.494,9.988,-0.861
oboe,9.071,9.26,2.431
oboe,14.218,17.101,7.655
flute,-17.084,-21.141,-20.882
flute,-24.299,-16.445,-25.953
oboe,10.442,10.718,11.709
oboe,7.669,3.287,11.055
oboe,13.5,12.504,6.027
oboe,6.058,9.956,14.761
trumpet,-6.296,-21.728,-18.908
trumpet,-3.654,-18.612,-19.918
flute,-17.412,-14.184,-23.549
trumpet,-8.725,-16.158,-20.904
trumpet,-8.611,-22.301,-24.543
flute,-15.261,-14.974,-20.223
trumpet,-6.263,-16.859,-13.743
flute,-21.344,-14.32,-25.498
oboe,8.946,13.982,19.481
trumpet,-6.241,-14.895,-22.82
oboe,-2.727,2.376,14.7
flute,-21.551,-19.594,-21.541
oboe,6.555,9.836,14.071
oboe,-8.084,7.572,-0.738
oboe,9.6,9.407,4.499
flute,-18.52,-19.37,-22.678
oboe,11.483,9.591,5.664
oboe,4.111,9.484,-7.852
trumpet,-3.573,-14.915,-18.443
oboe,12.39,10.911,6.37
oboe,13.999,15.176,5.256
trumpet,-10.471,-15.641,-19.205
oboe,6.833,10.354,15.713
trumpet,-8.304,-19.492,-22.531
flute,-19.308,-16.623,-25.77
oboe,14.107,17.904,11.958
oboe,7.19,13.046,18.487
oboe,14.039,22.494,12.198
flute,-23.639,-14.657,-23.57
oboe,9.239,9.442,0.227
trumpet,-7.128,-16.596,-16.111
oboe,12.419,17.361,13.272
oboe,-3.49,2.433,14.835
trumpet,-6.882,-17.193,-12.188
oboe,2.298,8.147,1.251
oboe,12.609,10.515,5.94
flute,-20.427,-19.486,-21.238
oboe,5.941,12.754,6.651
trumpet,-5.686,-19.841,-18.825
trumpet,-6.538,-24.614,-25.914
flute,-20.245,-17.784,-25.602
trumpet,-13.84,-14.463,-20.19
oboe,0.492,9.781,-5.189
trumpet,-3.777,-13.231,-18.154
oboe,11.102,10.81,10.438
oboe,8.196,8.853,4.959
trumpet,-7.019,-25.955,-25.548
oboe,2.915,12.439,-0.573
trumpet,-5.293,-22.113,-20.783
oboe,7.611,12.612,18.637
oboe,8.41,11.06,10.862
oboe,11.66,9.519,6.865
trumpet,-7.122,-14.672,-25.591
flute,-25.31,-11.641,-20.036
oboe,7.793,9.681,11.969
oboe,14.044,12.787,6.493
flute,-17.649,-22.89,-23.869
oboe,7.195,14.148,17.053
oboe,4.104,9.195,-7.816
oboe,11.599,18.254,10.867
trumpet,-7.194,-22.627,-23.778
trumpet,-5.638,-20.967,-20.392
flute,-20.927,-18.926,-25.771
flute,-22.857,-18.038,-22.834
oboe,14.163,16.289,8.255
flute,-15.999,-17.042,-23.903
oboe,9.237,11.403,11.667
trumpet,-13.881,-17.036,-24.496
flute,-17.088,-22.993,-23.382
oboe,-3.456,2.178,8.989
oboe,5.152,17.808,17.372
oboe,14.415,19.304,13.341
flute,-16.233,-22.064,-24.061
oboe,7.064,13.846,16.762
flute,-17.084,-19.53,-23.201
flute,-22.121,-14.902,-24.208
oboe,15.963,13.266,23.364
oboe,5.667,10.564,14.845
trumpet,-3.835,-25.383,-19.879
oboe,14.138,18.281,12.242
oboe,10.302,12.058,11.824
flute,-16.188,-20.864,-25.854
flute,-17.845,-20.32,-21.919
trumpet,-4.722,-24.434,-15.689
trumpet,-5.357,-18.635,-23.377
oboe,-4.492,11.058,-4.403
oboe,6.756,11.178,14.532
oboe,12.091,19.002,11.067
oboe,5.831,12.831,7.691
oboe,6.461,14.151,17.704
trumpet,-11.194,-15.662,-20.726
trumpet,-7.444,-16.936,-15.849
oboe,5.826,11.505,9.763
trumpet,-4.898,-23.492,-18.385
flute,-13.605,-15.961,-15.547
trumpet,-5.755,-25.397,-23.226
oboe,8.702,13.213,19.104
oboe,9.936,10.63,10.853
flute,-21.409,-17.164,-20.906
oboe,-4.385,3.534,6.301
trumpet,-8.758,-23.932,-18.555
oboe,11.64,10.52,6.007
oboe,8.991,11.482,11.911
trumpet,-6.086,-14.643,-22.92
oboe,10.262,10.367,10.925
oboe,4.399,10.328,0.851
trumpet,-5.347,-13.142,-19.69
oboe,-0.07,7.347,6.116
trumpet,-14.286,-13.629,-21.092
oboe,5.447,11.002,6.771
oboe,10.875,11.194,11.251
oboe,3.326,9.155,-15.673
oboe,7.143,8.689,-2.57
oboe,12.36,10.502,4.424
trumpet,-6.38,-20.905,-19.096
oboe,11.31,9.546,6.808
oboe,6.976,11.939,15.724
trumpet,-7.22,-17.372,-24.516
oboe,7.3,9.504,15.151
oboe,13.197,18.914,10.368
oboe,11.073,8.987,5.394
oboe,16.258,20.874,11.24
trumpet,-8.248,-23.613,-24.248
trumpet,-5.3,-17.951,-22.457
oboe,5.511,-5.25,15.682
trumpet,-9.485,-5.404,-23.267
oboe,6.091,11.497,15.585
flute,-21.723,-18.603,-24.665
oboe,12.753,11.046,2.58
trumpet,-6.899,-17.91,-24.512
oboe,2.671,9.022,-1.047
flute,-18.299,-16.841,-25.996
oboe,14.275,11.8,5.819
flute,-18.115,-21.815,-24.707
flute,-19.807,-17.564,-21.032
oboe,11.861,10.666,7.641
trumpet,-9.837,-9.756,-17.345
oboe,4.052,16.304,16.747
trumpet,-4.732,-23.447,-19.62
oboe,13.906,12.996,4.201
oboe,14.067,19.156,13.601
oboe,-0.313,5.01,9.796
oboe,4.503,12.89,3.593
oboe,7.229,11.59,15.574
oboe,6.52,14.374,17.773
trumpet,-8.767,-19.674,-21.771
oboe,12.762,10.349,6.156
oboe,6.554,12.058,9.809
trumpet,-5.241,-23.394,-16.372
oboe,12.062,11.262,8.395
trumpet,-8.552,-20.963,-20.866
oboe,11.651,16.146,20.189
trumpet,-10.247,-23.246,-20.771
flute,-19.687,-11.736,-24.979
oboe,6.546,10.898,11.118
trumpet,-13.948,-17.663,-25.15
oboe,12.009,11.078,8.433
oboe,9.382,9.421,3.813
oboe,9.617,8.586,4.778
flute,-23.178,-16.542,-23.893
flute,-17.986,-18.291,-25.882
oboe,13.955,22.474,12.334
oboe,12.236,13.365,10.062
flute,-24.394,-18.743,-25.935
oboe,7.425,13.891,16.735
trumpet,-10.251,-4.177,-23.215
oboe,12.729,12.19,4.064
oboe,-0.848,8.986,-0.742
trumpet,-7.802,-19.04,-18.526
trumpet,-7.097,-22.906,-23.337
oboe,-0.526,8.901,-6.244
trumpet,-3.74,-23.452,-22.701
trumpet,-5.765,-8.809,-16.337
trumpet,-5.024,-21.709,-24.622
oboe,7.969,13.984,19.454
oboe,13.831,12.093,7.086
flute,-19.906,-18.77,-23.134
oboe,10.516,14.872,20.271
oboe,10.518,9.548,6.368
trumpet,-5.14,-17.887,-19.153
oboe,7.078,10.006,0.351
oboe,14.913,18.347,12.797
oboe,5.929,10.034,-0.144
flute,-16.874,-13.551,-23.962
oboe,13.938,15.076,5.681
oboe,6.644,9.689,1.702
oboe,13.127,12.818,9.225
oboe,10.527,9.921,5.036
flute,-18.601,-19.907,-25.618
oboe,6.959,7.819,15.079
flute,-20.578,-21.561,-23.983
oboe,-4.331,8.648,-9.0
flute,-21.281,-15.903,-21.337
flute,-16.454,-15.601,-25.301
oboe,-2.113,6.899,12.146
oboe,18.143,23.209,13.596
oboe,6.481,14.635,17.427
oboe,10.643,9.542,5.592
oboe,6.728,10.271,14.368
oboe,4.878,-8.488,15.811
oboe,-4.744,6.662,-1.751
oboe,13.475,12.522,6.987
oboe,12.493,20.933,12.216
trumpet,-9.487,-14.519,-24.118
oboe,6.903,11.186,14.194
trumpet,-3.196,-13.837,-16.759
oboe,3.749,9.918,1.349
trumpet,-4.497,-23.246,-23.757
oboe,5.915,11.101,10.48
oboe,13.843,13.498,4.28
trumpet,-5.001,-19.968,-23.527
trumpet,-7.043,-19.893,-25.67
trumpet,-5.334,-18.018,-16.872
oboe,2.788,8.609,0.23
trumpet,-5.864,-21.659,-18.738
trumpet,-3.368,-18.935,-16.311
oboe,13.908,17.644,12.29
flute,-16.731,-15.17,-23.629
flute,-19.925,-19.915,-22.008
trumpet,-8.567,-18.252,-17.512
oboe,8.526,9.007,1.345
flute,-16.266,-19.1,-23.673
flute,-20.093,-19.605,-25.47
trumpet,-5.663,-20.654,-15.703
flute,-16.896,-18.329,-21.665
oboe,13.715,10.953,3.639
flute,-17.696,-20.937,-25.317
trumpet,-5.459,-16.52,-13.347
oboe,6.929,5.809,13.799
oboe,13.372,10.257,8.773
oboe,12.819,10.243,6.759
oboe,7.781,6.173,11.762
oboe,6.395,12.013,10.409
trumpet,-9.748,-20.167,-25.448
oboe,8.313,11.457,11.213
trumpet,-8.978,-21.678,-22.841
oboe,-1.053,9.65,-1.232
oboe,5.795,12.018,9.136
oboe,7.506,7.677,12.126
oboe,12.711,15.291,11.285
trumpet,-5.008,-24.256,-19.646
trumpet,-8.557,-24.919,-25.873
trumpet,-4.313,-13.597,-17.611
oboe,6.472,9.98,10.714
flute,-21.623,-20.623,-23.427
oboe,14.215,15.998,6.655
trumpet,-4.55,-15.567,-18.622
oboe,13.899,16.992,7.979
trumpet,-11.227,-15.736,-21.86
flute,-17.109,-17.411,-24.957
trumpet,-4.321,-21.384,-20.968
oboe,7.192,10.338,14.919
trumpet,-6.792,-19.602,-18.806
flute,-17.934,-21.13,-24.423
trumpet,-4.221,-13.286,-17.216
oboe,-7.519,3.53,5.953
trumpet,-6.408,-22.195,-14.278
flute,-23.672,-13.281,-24.136
oboe,6.805,10.651,15.29
trumpet,-5.196,-22.773,-21.114
oboe,13.015,22.08,11.002
trumpet,-7.385,-17.439,-21.821
trumpet,-7.147,-8.915,-14.486
trumpet,-4.969,-19.381,-20.204
oboe,7.461,10.058,12.802
oboe,3.321,12.096,5.253
oboe,14.034,10.978,3.001
oboe,10.232,15.079,20.001
flute,-14.705,-16.428,-20.007
oboe,14.58,18.153,12.684
trumpet,-5.105,-18.154,-17.947
oboe,13.498,17.859,8.786
trumpet,-3.691,-20.187,-20.942
flute,-23.172,-17.176,-21.375
trumpet,-5.748,-20.743,-24.175
oboe,13.251,13.464,10.08
oboe,6.867,12.669,16.588
trumpet,-5.812,-19.426,-20.834
oboe,-4.765,7.434,0.189
oboe,5.097,-1.253,15.244
trumpet,-5.847,-24.344,-20.595
oboe,14.198,21.81,12.53
oboe,16.77,20.487,12.713
oboe,7.637,6.471,14.8
flute,-19.411,-15.602,-24.951
trumpet,-4.853,-22.413,-19.372
flute,-17.203,-16.004,-22.36
trumpet,-6.371,-24.718,-20.152
trumpet,-5.8,-24.177,-19.696
flute,-18.824,-17.703,-21.844
trumpet,-6.799,-19.203,-16.513
oboe,13.214,15.317,11.118
oboe,14.049,22.425,11.791
oboe,6.85,13.171,17.29
oboe,7.706,12.771,19.537
oboe,9.699,11.487,12.049
oboe,14.841,22.064,11.576
oboe,1.908,9.358,-5.076
trumpet,-4.085,-20.98,-16.708
trumpet,-7.968,-19.307,-17.169
trumpet,-5.297,-13.822,-20.498
oboe,-5.443,5.285,5.866
oboe,1.713,11.339,3.918
trumpet,-2.856,-14.014,-17.672
trumpet,-7.055,-21.224,-19.596
oboe,-2.07,8.276,9.042
oboe,13.727,12.33,4.331
trumpet,-3.497,-25.034,-21.29
flute,-18.496,-21.686,-24.962
oboe,-1.79,10.883,2.508
trumpet,-4.413,-20.113,-25.041
flute,-20.021,-15.403,-24.828
trumpet,-8.391,-20.721,-17.094
trumpet,-4.354,-24.134,-24.816
trumpet,-6.688,-17.827,-23.302
oboe,11.915,9.8,6.493
oboe,-2.386,8.814,-6.764
oboe,7.5,9.759,2.975
oboe,14.481,16.593,11.303
trumpet,-5.643,-14.099,-24.754
oboe,8.768,10.432,10.67
oboe,14.779,17.626,11.567
oboe,10.114,14.806,20.067
oboe,4.14,9.661,-4.646
oboe,11.83,9.236,5.48
flute,-18.274,-13.75,-24.025
oboe,7.926,11.775,11.005
trumpet,-5.468,-23.375,-22.29
oboe,0.329,11.609,2.843
trumpet,-3.518,-15.199,-18.356
trumpet,-6.183,-14.477,-25.601
oboe,12.377,15.831,12.215
oboe,13.451,13.273,4.02
oboe,4.211,16.256,16.839
flute,-19.136,-18.708,-21.2
oboe,7.549,2.771,9.414
oboe,-0.31,8.218,-7.336
trumpet,-4.763,-21.553,-20.723
trumpet,-6.218,-14.808,-23.112
oboe,1.23,9.252,-8.748
oboe,6.762,10.4,12.088
oboe,-0.248,2.009,15.448
oboe,9.852,10.701,11.475
trumpet,-20.78,-15.766,-22.32
flute,-14.946,-13.894,-20.383
oboe,13.96,15.25,5.354
oboe,9.482,7.471,5.321
oboe,12.463,20.081,12.43
flute,-17.637,-15.381,-24.192
flute,-15.499,-13.056,-20.923
oboe,7.291,10.523,13.75
oboe,1.632,9.351,-3.663
trumpet,-2.891,-14.912,-18.701
oboe,7.574,2.599,8.432
oboe,6.047,9.354,4.777
flute,-18.608,-21.937,-21.161
oboe,0.222,8.5,3.469
trumpet,-6.596,-23.109,-24.373
oboe,14.346,17.653,11.746
trumpet,-5.116,-16.648,-23.693
trumpet,-17.232,-17.741,-22.607
trumpet,-7.873,-17.57,-19.384
flute,-23.538,-12.083,-22.74
trumpet,-2.93,-14.924,-17.636
oboe,17.831,22.505,13.25
oboe,13.466,13.229,4.535
flute,-17.785,-14.74,-25.098
flute,-18.423,-15.845,-24.254
trumpet,-4.732,-25.754,-23.794
flute,-16.556,-20.89,-25.941
flute,-16.748,-16.096,-24.149
trumpet,-10.349,-18.3,-11.109
flute,-15.56,-14.365,-22.151
oboe,14.512,13.686,8.262
trumpet,-5.127,-16.713,-23.974
flute,-17.616,-23.461,-22.615
trumpet,-5.661,-23.529,-22.22
oboe,12.866,14.283,20.613
oboe,7.074,7.783,14.883
oboe,3.72,8.65,1.276
oboe,7.148,12.937,16.914
flute,-13.827,-19.146,-25.733
flute,-21.785,-16.156,-23.27
oboe,7.258,4.952,12.644
oboe,7.272,11.148,13.782
flute,-20.978,-13.751,-21.506
oboe,12.589,14.568,10.26
trumpet,-10.716,-16.364,-25.46
flute,-20.104,-17.804,-22.492
trumpet,-8.52,-12.505,-24.851
oboe,8.674,11.989,10.167
oboe,6.999,6.038,13.687
trumpet,-12.191,-14.773,-22.027
flute,-17.682,-24.137,-22.518
oboe,-1.479,7.955,1.129
oboe,5.316,-0.289,15.535
oboe,6.234,11.791,9.456
trumpet,-8.257,-24.782,-16.724
trumpet,-4.517,-21.455,-19.228
oboe,6.848,13.479,18.719
oboe,6.635,11.264,9.815
oboe,7.109,2.434,10.421
oboe,12.662,10.808,5.819
oboe,7.792,3.906,15.673
oboe,5.491,8.925,14.64
trumpet,-8.762,-16.911,-22.968
trumpet,-4.736,-19.366,-19.341
oboe,14.194,14.229,5.794
flute,-22.739,-14.295,-24.952
trumpet,-5.396,-21.19,-23.592
oboe,5.393,17.937,16.872
trumpet,-6.741,-7.093,-22.918
oboe,7.763,12.731,18.396
oboe,13.881,12.244,6.368
oboe,11.674,11.183,10.214
oboe,6.442,11.001,14.964
oboe,14.54,16.508,7.95
trumpet,-11.3,-20.665,-16.359
trumpet,-6.185,-19.375,-17.179
oboe,4.35,7.32,14.699
oboe,10.545,15.187,19.957
oboe,6.998,13.052,16.151
oboe,7.264,5.056,10.054
trumpet,-6.531,-25.601,-24.738
oboe,13.076,12.29,8.842
trumpet,-11.583,-16.794,-21.271
oboe,7.885,6.571,12.035
oboe,4.103,11.265,6.589
trumpet,-8.729,-17.125,-18.378
trumpet,-5.93,-14.217,-19.018
trumpet,-11.485,-16.773,-22.31
trumpet,-12.068,-16.815,-23.488
oboe,6.145,12.108,9.743
flute,-15.7,-14.87,-19.577
trumpet,-11.697,-14.41,-16.423
oboe,14.113,16.462,7.267
trumpet,-6.719,-25.157,-21.445
oboe,10.52,9.979,7.838
trumpet,-9.857,-11.969,-22.484
oboe,4.374,12.68,5.113
oboe,2.602,8.707,-0.626
flute,-14.172,-15.614,-17.364
flute,-14.488,-16.873,-20.151
trumpet,-4.59,-15.471,-24.62
oboe,9.537,12.413,11.687
flute,-22.679,-13.965,-21.599
oboe,7.175,7.104,13.716
oboe,10.922,17.178,8.608
trumpet,-10.778,-16.07,-25.816
flute,-15.44,-18.33,-22.264
oboe,12.987,21.699,11.739
oboe,13.17,19.338,10.819
oboe,12.238,16.961,12.796
flute,-16.497,-14.706,-22.981
oboe,7.219,12.486,19.171
flute,-17.2,-22.024,-21.839
oboe,7.318,7.493,14.963
oboe,7.736,11.747,14.663
trumpet,-8.691,-20.159,-17.945
oboe,11.325,14.987,20.549
oboe,9.706,11.184,11.827
flute,-17.552,-18.134,-24.65
oboe,9.332,9.352,3.051
oboe,6.465,9.999,14.32
trumpet,-10.811,-25.958,-18.287
oboe,10.028,8.448,3.788
trumpet,-6.423,-17.559,-24.665
oboe,8.851,10.409,9.305
oboe,1.227,9.596,-8.558
trumpet,-4.758,-22.572,-18.14
oboe,12.269,11.691,5.04
oboe,7.662,11.298,10.367
oboe,7.492,11.499,18.136
oboe,10.879,10.925,11.265
trumpet,-10.202,-15.889,-17.746
oboe,6.692,10.135,15.859
oboe,12.997,19.644,13.428
trumpet,-3.059,-16.003,-18.943
oboe,8.264,10.225,1.148
oboe,14.639,16.477,10.545
trumpet,-12.08,-15.41,-21.619
trumpet,-7.734,-22.26,-23.357
oboe,12.366,19.513,12.334
flute,-24.987,-12.549,-22.498
oboe,1.245,8.565,0.285
trumpet,-7.683,-20.867,-23.398
flute,-18.719,-17.978,-25.289
oboe,12.375,11.096,3.6
flute,-15.821,-13.31,-21.973
trumpet,-8.526,-19.365,-16.869
trumpet,-4.562,-18.606,-22.39
trumpet,-6.774,-23.411,-21.862
oboe,14.574,19.04,13.43
flute,-17.735,-13.294,-24.648
trumpet,-6.96,-19.555,-23.978
oboe,14.202,17.535,12.303
flute,-16.932,-24.136,-22.389
oboe,7.416,5.821,12.691
oboe,14.79,16.961,11.14
trumpet,-9.291,-23.318,-24.066
oboe,9.952,9.348,1.179
flute,-21.22,-15.481,-23.14
flute,-16.923,-18.475,-24.318
flute,-18.791,-16.911,-23.521
trumpet,-3.006,-14.3,-18.252
flute,-14.129,-19.177,-19.784
oboe,11.752,18.024,9.653
oboe,8.621,3.714,7.865
flute,-18.709,-25.121,-23.645
oboe,14.119,19.166,13.68
flute,-15.214,-12.775,-23.08
oboe,8.751,6.179,8.118
oboe,14.305,15.962,6.05
oboe,14.26,17.315,7.946
oboe,5.735,11.564,9.578
oboe,13.838,14.317,8.923
oboe,9.664,10.66,11.426
trumpet,-7.308,-21.494,-22.002
oboe,8.667,5.036,8.302
flute,-20.243,-19.31,-23.773
trumpet,-10.879,-13.471,-17.718
oboe,13.565,13.71,5.859
oboe,6.144,11.363,8.176
trumpet,-8.213,-10.314,-18.049
flute,-18.159,-21.246,-21.304
flute,-17.468,-15.639,-22.703
oboe,11.048,11.136,10.869
oboe,13.026,10.137,6.176
oboe,2.475,12.604,6.467
flute,-17.865,-17.303,-25.158
oboe,12.469,16.69,12.954
flute,-21.312,-13.709,-25.842
trumpet,-5.275,-18.079,-23.803
flute,-20.871,-19.351,-18.515
oboe,7.505,12.44,18.608
oboe,9.051,11.467,11.364
oboe,-4.348,5.476,6.459
oboe,13.874,17.943,11.982
oboe,6.631,12.135,17.089
oboe,6.396,12.475,17.272
flute,-20.018,-17.357,-25.622
oboe,9.923,9.799,4.794
trumpet,-2.408,-14.275,-18.036
oboe,13.748,13.794,5.332
oboe,13.016,11.018,3.32
flute,-14.933,-23.79,-23.394
trumpet,-5.815,-20.781,-20.741
oboe,9.238,1.938,5.498
oboe,14.299,14.704,7.819
oboe,5.938,9.691,14.3
oboe,4.115,-2.912,16.408
trumpet,-7.509,-16.606,-20.133
oboe,14.399,14.377,6.886
oboe,6.503,11.69,16.871
oboe,4.651,9.315,-2.336
oboe,14.676,18.55,12.519
oboe,13.992,15.916,7.969
oboe,12.504,15.624,11.78
oboe,7.9,12.942,18.901
flute,-17.433,-12.69,-25.183
trumpet,-4.048,-19.49,-19.805
oboe,7.656,10.866,16.211
oboe,7.366,10.656,13.957
oboe,8.777,10.759,10.932
trumpet,-4.53,-13.411,-18.128
oboe,7.126,11.291,13.75
oboe,11.822,17.78,11.772
oboe,7.115,10.651,16.235
oboe,8.045,13.325,19.199
oboe,3.05,9.219,-2.64
oboe,4.328,11.403,5.478
oboe,7.499,2.507,11.825
oboe,7.1,12.055,10.768
oboe,-6.925,4.991,7.082
flute,-17.847,-23.101,-25.588
oboe,4.606,9.541,15.064
oboe,8.213,7.919,3.767
oboe,13.366,11.628,6.902
trumpet,-9.873,-19.288,-15.718
oboe,14.029,14.432,7.123
oboe,1.9,8.304,2.286
oboe,5.645,17.846,19.377
oboe,13.909,13.028,5.015
flute,-21.521,-19.759,-20.903
flute,-16.62,-16.263,-23.249
oboe,-5.619,11.157,0.028
trumpet,-5.22,-17.654,-19.086
trumpet,-14.732,-15.336,-23.463
flute,-22.18,-18.331,-24.071
trumpet,-5.315,-14.262,-23.129
oboe,7.471,7.012,14.975
oboe,6.345,12.871,16.95
flute,-15.149,-13.972,-24.483
oboe,12.522,17.515,12.631
oboe,11.282,9.395,4.059
oboe,-1.444,5.822,5.381
trumpet,-5.972,-19.569,-23.452
trumpet,-4.147,-19.191,-24.827
oboe,14.229,16.985,11.251
oboe,11.461,11.121,10.393
oboe,6.505,11.312,17.652
oboe,12.406,21.186,11.21
flute,-20.989,-16.149,-25.447
oboe,14.089,15.76,7.859
trumpet,-9.27,-14.518,-23.258
oboe,14.567,14.85,7.909
flute,-19.1,-18.967,-23.179
oboe,7.811,11.701,15.846
trumpet,-11.709,-20.023,-24.129
trumpet,-4.837,-23.717,-22.582
oboe,9.719,10.258,10.674
trumpet,-2.503,-14.786,-18.754
trumpet,-5.44,-16.065,-22.95
oboe,6.346,10.289,14.464
trumpet,-9.228,-19.907,-25.443
trumpet,-11.507,-14.781,-20.117
trumpet,-5.925,-24.505,-21.287
oboe,14.206,11.486,3.969
oboe,3.528,8.416,-11.321
trumpet,-8.684,-6.561,-15.522
trumpet,-5.583,-19.9,-20.207
oboe,14.047,12.216,21.849
oboe,13.321,17.002,7.93
trumpet,-4.082,-16.822,-20.077
oboe,4.613,9.086,-1.83
oboe,0.421,11.713,-8.233
oboe,7.07,12.308,17.453
oboe,4.344,12.809,6.187
trumpet,-7.281,-17.22,-23.46
