year,tsi,sunspots
2000.7,1364.056,175.197
2000.75,1364.113,171.169
2000.8,1364.143,161.525
2000.85,1364.178,153.005
2000.9,1364.166,146.743
2000.95,1364.168,142.126
2001.0,1364.18,145.781
2001.05,1364.13,147.67
2001.1,1364.069,148.497
2001.15,1364.033,146.421
2001.2,1363.985,151.847
2001.25,1363.925,156.478
2001.3,1363.923,153.659
2001.35,1363.872,153.295
2001.4,1363.844,156.727
2001.45,1363.795,165.005
2001.5,1363.802,170.588
2001.55,1363.859,172.23
2001.6,1363.857,176.836
2001.65,1363.869,182.275
2001.7,1363.889,184.148
2001.75,1363.948,183.372
2001.8,1364.001,190.295
2001.85,1364.08,196.258
2001.9,1364.147,195.956
2001.95,1364.24,191.94
2002.0,1364.311,181.634
2002.05,1364.255,183.703
2002.1,1364.287,181.324
2002.15,1364.271,180.328
2002.2,1364.258,178.585
2002.25,1364.223,168.467
2002.3,1364.138,161.093
2002.35,1364.009,162.913
2002.4,1363.897,165.874
2002.45,1363.819,168.945
2002.5,1363.76,171.67
2002.55,1363.777,166.115
2002.6,1363.745,164.055
2002.65,1363.743,162.28
2002.7,1363.78,156.549
2002.75,1363.79,160.486
2002.8,1363.825,161.716
2002.85,1363.893,153.027
2002.9,1363.959,141.802
2002.95,1363.956,132.923
2003.0,1363.927,124.508
2003.05,1363.896,117.896
2003.1,1363.851,114.742
2003.15,1363.864,106.148
2003.2,1363.762,104.787
2003.25,1363.718,101.813
2003.3,1363.659,102.154
2003.35,1363.61,102.481
2003.4,1363.554,105.284
2003.45,1363.562,105.093
2003.5,1363.586,104.352
2003.55,1363.603,102.492
2003.6,1363.462,102.645
2003.65,1363.427,101.06
2003.7,1363.465,100.758
2003.75,1363.47,97.071
2003.8,1363.447,89.536
2003.85,1363.467,84.164
2003.9,1363.473,79.33
2003.95,1363.402,77.388
2004.0,1363.391,77.273
2004.05,1363.365,76.814
2004.1,1363.513,69.758
2004.15,1363.499,72.273
2004.2,1363.479,67.623
2004.25,1363.433,67.765
2004.3,1363.443,68.65
2004.35,1363.349,70.847
2004.4,1363.289,73.541
2004.45,1363.312,71.322
2004.5,1363.295,67.12
2004.55,1363.295,64.404
2004.6,1363.262,70.634
2004.65,1363.265,69.798
2004.7,1363.272,67.951
2004.75,1363.3,62.798
2004.8,1363.259,60.301
2004.85,1363.313,56.335
2004.9,1363.338,52.825
2004.95,1363.318,51.131
2005.0,1363.299,50.776
2005.05,1363.281,52.126
2005.1,1363.266,43.896
2005.15,1363.242,43.131
2005.2,1363.198,46.59
2005.25,1363.162,47.753
2005.3,1363.167,51.989
2005.35,1363.164,52.077
2005.4,1363.144,51.694
2005.45,1363.143,53.187
2005.5,1363.13,53.286
2005.55,1363.121,50.579
2005.6,1363.143,47.492
2005.65,1363.131,44.203
2005.7,1363.141,41.451
2005.75,1363.139,43.536
2005.8,1363.158,36.967
2005.85,1363.148,34.489
2005.9,1363.157,29.852
2005.95,1363.144,26.213
2006.0,1363.146,24.186
2006.05,1363.122,28.462
2006.1,1363.124,31.495
2006.15,1363.141,31.35
2006.2,1363.141,30.279
2006.25,1363.141,26.495
2006.3,1363.122,26.758
2006.35,1363.117,26.322
2006.4,1363.09,27.776
2006.45,1363.083,30.192
2006.5,1363.084,29.659
2006.55,1363.098,25.322
2006.6,1363.076,23.923
2006.65,1363.046,24.505
2006.7,1363.021,24.088
2006.75,1363.006,23.311
2006.8,1363.0,24.224
2006.85,1362.981,25.077
2006.9,1362.992,24.368
2006.95,1362.988,22.787
2007.0,1362.981,21.372
2007.05,1362.965,20.093
2007.1,1362.954,18.648
2007.15,1362.961,17.923
2007.2,1362.971,17.311
2007.25,1362.968,16.852
2007.3,1362.965,15.665
2007.35,1362.97,13.847
2007.4,1362.967,13.208
2007.45,1362.96,12.951
2007.5,1362.95,12.56
2007.55,1362.946,12.683
2007.6,1362.949,11.197
2007.65,1362.948,9.115
2007.7,1362.939,7.989
2007.75,1362.939,8.699
2007.8,1362.953,6.852
2007.85,1362.949,6.76
2007.9,1362.944,5.896
2007.95,1362.945,5.268
2008.0,1362.94,7.29
2008.05,1362.941,7.557
2008.1,1362.944,7.989
2008.15,1362.949,8.306
2008.2,1362.942,6.683
2008.25,1362.936,6.0
2008.3,1362.918,5.443
2008.35,1362.909,5.131
2008.4,1362.905,5.186
2008.45,1362.898,4.787
2008.5,1362.899,2.792
2008.55,1362.895,2.82
2008.6,1362.89,2.869
2008.65,1362.885,2.989
2008.7,1362.888,2.885
2008.75,1362.887,2.317
2008.8,1362.887,2.47
2008.85,1362.891,2.451
2008.9,1362.892,2.486
2008.95,1362.893,2.639
2009.0,1362.893,2.481
2009.05,1362.892,1.857
2009.1,1362.889,1.65
2009.15,1362.895,1.333
2009.2,1362.897,1.874
2009.25,1362.898,2.258
2009.3,1362.896,2.879
2009.35,1362.897,2.956
2009.4,1362.892,2.852
2009.45,1362.893,2.786
2009.5,1362.898,3.786
2009.55,1362.9,3.962
2009.6,1362.907,4.956
2009.65,1362.907,5.643
2009.7,1362.909,5.176
2009.75,1362.915,7.077
2009.8,1362.928,8.279
2009.85,1362.937,9.951
2009.9,1362.97,13.379
2009.95,1362.993,15.372
2010.0,1363.006,16.973
2010.05,1363.027,18.286
2010.1,1363.055,18.385
2010.15,1363.06,17.814
2010.2,1363.073,20.049
2010.25,1363.084,19.11
2010.3,1363.097,19.11
2010.35,1363.108,20.377
2010.4,1363.11,20.344
2010.45,1363.109,20.797
2010.5,1363.114,22.253
2010.55,1363.115,23.087
2010.6,1363.096,25.885
2010.65,1363.113,29.626
2010.7,1363.112,30.258
2010.75,1363.127,30.503
2010.8,1363.134,31.497
2010.85,1363.131,30.885
2010.9,1363.124,33.385
2010.95,1363.117,38.279
2011.0,1363.138,41.093
2011.05,1363.174,46.368
2011.1,1363.225,49.489
2011.15,1363.248,49.913
2011.2,1363.286,54.464
2011.25,1363.304,57.214
2011.3,1363.324,60.56
2011.35,1363.312,65.29
2011.4,1363.336,64.973
2011.45,1363.369,66.286
2011.5,1363.36,73.066
2011.55,1363.345,77.295
2011.6,1363.336,83.197
2011.65,1363.35,92.665
2011.7,1363.378,98.89
2011.75,1363.401,103.628
2011.8,1363.417,107.852
2011.85,1363.472,108.12
2011.9,1363.483,107.819
2011.95,1363.477,105.656
2012.0,1363.508,100.989
2012.05,1363.534,94.344
2012.1,1363.525,93.44
2012.15,1363.499,89.142
2012.2,1363.49,87.202
2012.25,1363.454,84.191
2012.3,1363.397,85.76
2012.35,1363.399,87.459
2012.4,1363.404,90.858
2012.45,1363.446,94.481
2012.5,1363.461,93.825
2012.55,1363.445,95.995
2012.6,1363.471,91.23
2012.65,1363.5,91.191
2012.7,1363.48,85.437
2012.75,1363.515,85.109
2012.8,1363.553,85.978
2012.85,1363.547,82.319
2012.9,1363.551,80.251
2012.95,1363.543,77.137
2013.0,1363.518,76.361
2013.05,1363.518,79.527
2013.1,1363.497,83.197
2013.15,1363.499,86.65
2013.2,1363.531,86.918
2013.25,1363.532,90.236
2013.3,1363.553,86.819
2013.35,1363.578,89.18
2013.4,1363.597,93.47
2013.45,1363.596,91.549
2013.5,1363.621,89.797
2013.55,1363.632,88.29
2013.6,1363.615,90.803
2013.65,1363.589,90.154
2013.7,1363.587,94.571
2013.75,1363.579,97.29
2013.8,1363.552,100.388
2013.85,1363.513,103.126
2013.9,1363.467,106.879
2013.95,1363.481,116.131
2014.0,1363.504,123.333
2014.05,1363.504,125.676
2014.1,1363.546,123.676
2014.15,1363.572,122.902
2014.2,1363.545,122.749
2014.25,1363.543,119.544
2014.3,1363.545,119.346
2014.35,1363.583,117.765
2014.4,1363.602,113.989
2014.45,1363.579,110.407
2014.5,1363.556,110.379
2014.55,1363.586,106.809
2014.6,1363.506,106.475
2014.65,1363.516,103.132
2014.7,1363.532,103.615
2014.75,1363.537,107.508
2014.8,1363.584,104.76
2014.85,1363.583,104.582
2014.9,1363.639,101.104
2014.95,1363.685,93.727
2015.0,1363.69,87.53
2015.05,1363.684,86.192
2015.1,1363.782,83.478
2015.15,1363.775,86.12
2015.2,1363.793,81.869
2015.25,1363.764,74.648
2015.3,1363.752,72.934
2015.35,1363.74,69.262
2015.4,1363.656,68.995
2015.45,1363.593,69.72
2015.5,1363.536,73.121
2015.55,1363.495,71.372
2015.6,1363.452,71.792
2015.65,1363.461,66.016
2015.7,1363.436,65.011
2015.75,1363.448,65.65
2015.8,1363.431,62.913
2015.85,1363.417,63.836
2015.9,1363.447,63.214
2015.95,1363.453,64.754
2016.0,1363.462,58.978
2016.05,1363.423,57.104
2016.1,1363.405,53.857
2016.15,1363.337,53.497
2016.2,1363.314,50.158
2016.25,1363.288,46.372
2016.3,1363.262,44.852
2016.35,1363.223,40.738
2016.4,1363.185,40.158
2016.45,1363.148,40.027
2016.5,1363.144,39.623
2016.55,1363.154,40.738
2016.6,1363.144,37.355
2016.65,1363.145,34.06
2016.7,1363.108,34.601
2016.75,1363.093,33.475
2016.8,1363.073,30.842
2016.85,1363.072,33.011
2016.9,1363.064,29.486
2016.95,1363.062,25.716
2017.0,1363.034,23.82
2017.05,1363.018,22.896
2017.1,1363.015,23.77
2017.15,1363.013,23.71
2017.2,1363.026,22.24
2017.25,1363.029,23.297
2017.3,1363.016,24.896
2017.35,1363.011,21.344
2017.4,1362.991,22.656
2017.45,1362.963,26.995
2017.5,1362.971,27.286
2017.55,1362.978,25.432
2017.6,1362.981,23.563
2017.65,1362.977,22.297
2017.7,1362.969,21.456
2017.75,1362.968,20.24
2017.8,1362.973,18.47
2017.85,1362.967,18.126
2017.9,1362.969,16.137
2017.95,1362.982,10.049
2018.0,1362.97,7.973
2018.05,1362.961,7.28
2018.1,1362.942,7.253
2018.15,1362.938,7.787
2018.2,1362.939,8.492
2018.25,1362.936,9.566
2018.3,1362.941,8.797
2018.35,1362.943,8.683
2018.4,1362.951,8.175
2018.45,1362.955,8.549
2018.5,1362.959,8.495
2018.55,1362.963,8.803
2018.6,1362.963,7.672
2018.65,1362.959,7.363
2018.7,1362.952,6.445
2018.75,1362.948,4.464
2018.8,1362.94,4.623
2018.85,1362.938,5.407
2018.9,1362.937,4.637
2018.95,1362.938,4.486
2019.0,1362.939,5.284
2019.05,1362.929,5.555
2019.1,1362.927,6.104
2019.15,1362.924,6.809
2019.2,1362.933,6.317
2019.25,1362.932,6.418
2019.3,1362.935,6.159
2019.35,1362.938,5.268
2019.4,1362.936,5.18
2019.45,1362.936,4.824
2019.5,1362.936,3.786
2019.55,1362.942,2.694
2019.6,1362.945,2.186
2019.65,1362.952,0.786
2019.7,1362.947,0.747
2019.75,1362.952,0.809
2019.8,1362.955,1.202
2019.85,1362.956,1.699
2019.9,1362.957,1.67
2019.95,1362.956,1.639
2020.0,1362.959,1.672
2020.05,1362.961,1.951
2020.1,1362.965,2.495
2020.15,1362.966,2.464
2020.2,1362.973,3.153
2020.25,1362.972,3.175
2020.3,1362.974,2.858
2020.35,1362.979,3.53
2020.4,1362.991,4.388
2020.45,1363.0,4.23
2020.5,1363.006,4.295
2020.55,1363.016,4.617
2020.6,1363.027,6.148
2020.65,1363.044,8.514
2020.7,1363.059,12.59
2020.75,1363.083,14.093
2020.8,1363.097,14.732
2020.85,1363.111,14.951
2020.9,1363.114,14.328
2020.95,1363.125,16.35
2021.0,1363.142,17.989
2021.05,1363.148,18.363
2021.1,1363.149,19.273
2021.15,1363.143,19.219
2021.2,1363.141,17.623
2021.25,1363.142,17.797
2021.3,1363.145,20.753
2021.35,1363.166,22.005
2021.4,1363.183,23.011
2021.45,1363.181,26.962
2021.5,1363.195,29.56
2021.55,1363.207,30.869
2021.6,1363.236,32.951
2021.65,1363.254,33.626
2021.7,1363.271,33.308
2021.75,1363.324,40.984
2021.8,1363.341,43.038
2021.85,1363.349,46.038
2021.9,1363.386,51.692
2021.95,1363.429,52.35
2022.0,1363.45,55.694
2022.05,1363.503,59.484
2022.1,1363.523,64.247
2022.15,1363.58,72.891
2022.2,1363.626,75.235
2022.25,1363.626,74.533
2022.3,1363.654,78.846
2022.35,1363.677,79.661
2022.4,1363.692,81.35
2022.45,1363.714,82.473
2022.5,1363.736,85.571
2022.55,1363.748,90.738
2022.6,1363.783,88.481
2022.65,1363.767,85.099
2022.7,1363.747,88.78
2022.75,1363.741,91.355
2022.8,1363.744,96.355
2022.85,1363.786,101.78
2022.9,1363.808,105.473
2022.95,1363.846,110.497
2023.0,1363.877,111.262
2023.05,1363.886,109.236
2023.1,1363.885,112.604
2023.15,1363.896,117.497
2023.2,1363.92,124.809
2023.25,1363.953,129.297
2023.3,1363.952,130.599
2023.35,1363.927,133.645
2023.4,1363.951,133.235
2023.45,1363.938,130.643
2023.5,1363.933,134.225
2023.55,1363.947,137.694
2023.6,1363.989,134.077
2023.65,1364.015,128.725
2023.7,1364.029,126.637
2023.75,1364.046,122.202
2023.8,1364.104,119.284
2023.85,1364.133,115.12
2023.9,1364.087,116.06
2023.95,1364.063,116.153
2024.0,1364.052,112.404
2024.05,1364.042,108.404
2024.1,1363.979,119.681
2024.15,1363.942,130.011
2024.2,1363.958,132.552
2024.25,1363.908,136.383
2024.3,1363.933,142.41
2024.35,1363.893,152.607
2024.4,1363.85,162.322
2024.45,1363.91,169.164
2024.5,1363.977,170.995
